original_id 	 sent1 	 sent2 	 keyword_before 	 relation 1to2 	 pattern 	 original_label 	 original_genre 	 consistent 	 formula 	 start_ends 	 new_label 
884	bob 's father works in a *train* factory	bob's father works in a ford car factory.	car	alt	[('INS', ['ford+']), ('Alt | ', 'car+', '*')]	neutral	crowd:upward_monotone	True	['ent_r', 'alt*']->['ent_r', 'alt']	[([7], [8, 6]), ([6], [7])]	contradiction
884	bob's father works in a car factory.	bob 's father works in a ford *train* factory	car	alt	[('INS', ['ford+']), ('car+', 'Alt |', '*')]	neutral	crowd:upward_monotone	True	['ent_r', 'ent_r']->['ent_r', 'alt']	[([7], [8, 6]), ([6], [7])]	contradiction
884	bob 's father works in a *ship* factory	bob's father works in a ford car factory.	car	alt	[('INS', ['ford+']), ('Alt | ', 'car+', '*')]	neutral	crowd:upward_monotone	True	['ent_r', 'alt*']->['ent_r', 'alt']	[([7], [8, 6]), ([6], [7])]	contradiction
884	bob's father works in a car factory.	bob 's father works in a ford *ship* factory	car	alt	[('INS', ['ford+']), ('car+', 'Alt |', '*')]	neutral	crowd:upward_monotone	True	['ent_r', 'ent_r']->['ent_r', 'alt']	[([7], [8, 6]), ([6], [7])]	contradiction
885	millie is n't drinking *rain*	cute millie isn't drinking water.	water	ent_f	[('INS', ['cute+']), ('Hypo < ', 'water-', '*')]	neutral	crowd:upward_monotone	True	['ent_r', 'ent_f*']->['ent_r', 'ent_r']	[([0], [0, 1]), ([4], [5])]	neutral
885	millie isn't drinking water.	cute millie is n't drinking *rain*	water	ent_r	[('INS', ['cute+']), ('water-', ' > Hypo', '*')]	neutral	crowd:upward_monotone	True	['ent_r', 'ent_r*']->['ent_r', 'ent_f']	[([0], [0, 1]), ([4], [5])]	neutral
885	millie is n't drinking *ground water*	cute millie isn't drinking water.	water	ent_f	[('INS', ['cute+']), ('Hypo < ', 'water-', '*')]	neutral	crowd:upward_monotone	True	['ent_r', 'ent_f*']->['ent_r', 'ent_r']	[([0], [0, 1]), ([4, 5], [5])]	neutral
885	millie isn't drinking water.	cute millie is n't drinking *ground water*	water	ent_r	[('INS', ['cute+']), ('water-', ' > Hypo', '*')]	neutral	crowd:upward_monotone	True	['ent_r', 'ent_r*']->['ent_r', 'ent_f']	[([0], [0, 1]), ([4], [5, 6])]	neutral
885	millie is n't drinking *sunlight*	cute millie isn't drinking water.	water	alt	[('INS', ['cute+']), ('Alt | ', 'water-', '*')]	neutral	crowd:upward_monotone	True	['ent_r', 'alt*']->['ent_r', 'ind']	[([0], [0, 1]), ([4], [5])]	neutral
885	millie isn't drinking water.	cute millie is n't drinking *sunlight*	water	alt	[('INS', ['cute+']), ('water-', 'Alt |', '*')]	neutral	crowd:upward_monotone	True	['ent_r', 'ent_r']->['ent_r', 'ind']	[([0], [0, 1]), ([4], [5])]	neutral
885	millie is n't drinking *air*	cute millie isn't drinking water.	water	alt	[('INS', ['cute+']), ('Alt | ', 'water-', '*')]	neutral	crowd:upward_monotone	True	['ent_r', 'alt*']->['ent_r', 'ind']	[([0], [0, 1]), ([4], [5])]	neutral
885	millie isn't drinking water.	cute millie is n't drinking *air*	water	alt	[('INS', ['cute+']), ('water-', 'Alt |', '*')]	neutral	crowd:upward_monotone	True	['ent_r', 'ent_r']->['ent_r', 'ind']	[([0], [0, 1]), ([4], [5])]	neutral
889	there is a cat on the *furniture*	there is a cat sleeping on the chair.	chair	ent_r	[('INS', ['sleeping+']), ('Hyper > ', 'chair+', '*')]	neutral	crowd:upward_monotone	True	['ent_r', 'ent_r*']->['ent_r', 'ent_r']	[([3], [3, 4]), ([6], [7])]	neutral
889	there is a cat on the chair.	there is a cat sleeping on the *furniture*	chair	ent_f	[('INS', ['sleeping+']), ('chair+', ' < Hyper', '*')]	neutral	crowd:upward_monotone	True	['ent_r', 'ent_f*']->['ent_r', 'ent_f']	[([3], [3, 4]), ([6], [7])]	neutral
889	there is a cat on the *armchair*	there is a cat sleeping on the chair.	chair	ent_f	[('INS', ['sleeping+']), ('Hypo < ', 'chair+', '*')]	neutral	crowd:upward_monotone	True	['ent_r', 'ent_f*']->['ent_r', 'ent_f']	[([3], [3, 4]), ([6], [7])]	neutral
889	there is a cat on the chair.	there is a cat sleeping on the *armchair*	chair	ent_r	[('INS', ['sleeping+']), ('chair+', ' > Hypo', '*')]	neutral	crowd:upward_monotone	True	['ent_r', 'ent_r*']->['ent_r', 'ent_r']	[([3], [3, 4]), ([6], [7])]	neutral
889	there is a cat on the *wheelchair*	there is a cat sleeping on the chair.	chair	ent_f	[('INS', ['sleeping+']), ('Hypo < ', 'chair+', '*')]	neutral	crowd:upward_monotone	True	['ent_r', 'ent_f*']->['ent_r', 'ent_f']	[([3], [3, 4]), ([6], [7])]	neutral
889	there is a cat on the chair.	there is a cat sleeping on the *wheelchair*	chair	ent_r	[('INS', ['sleeping+']), ('chair+', ' > Hypo', '*')]	neutral	crowd:upward_monotone	True	['ent_r', 'ent_r*']->['ent_r', 'ent_r']	[([3], [3, 4]), ([6], [7])]	neutral
889	there is a cat on the *desk*	there is a cat sleeping on the chair.	chair	alt	[('INS', ['sleeping+']), ('Alt | ', 'chair+', '*')]	neutral	crowd:upward_monotone	True	['ent_r', 'alt*']->['ent_r', 'ind']	[([3], [3, 4]), ([6], [7])]	neutral
889	there is a cat on the chair.	there is a cat sleeping on the *desk*	chair	alt	[('INS', ['sleeping+']), ('chair+', 'Alt |', '*')]	neutral	crowd:upward_monotone	True	['ent_r', 'ent_r']->['ent_r', 'ind']	[([3], [3, 4]), ([6], [7])]	neutral
889	there is a cat on the *table*	there is a cat sleeping on the chair.	chair	alt	[('INS', ['sleeping+']), ('Alt | ', 'chair+', '*')]	neutral	crowd:upward_monotone	True	['ent_r', 'alt*']->['ent_r', 'ind']	[([3], [3, 4]), ([6], [7])]	neutral
889	there is a cat on the chair.	there is a cat sleeping on the *table*	chair	alt	[('INS', ['sleeping+']), ('chair+', 'Alt |', '*')]	neutral	crowd:upward_monotone	True	['ent_r', 'ent_r']->['ent_r', 'ind']	[([3], [3, 4]), ([6], [7])]	neutral
890	there is a cat sleeping on the *furniture*	there is a cat on the chair.	chair	ent_r	[(['sleeping+'], 'INS'), ('Hyper > ', 'chair+', '*')]	entailment	crowd:upward_monotone	True	['ent_f', 'ent_r*']->['ent_f', 'ent_r']	[([3, 4], [3]), ([7], [6])]	neutral
890	there is a cat sleeping on the chair.	there is a cat on the *furniture*	chair	ent_f	[(['sleeping+'], 'INS'), ('chair+', ' < Hyper', '*')]	entailment	crowd:upward_monotone	True	['ent_f', 'ent_f*']->['ent_f', 'ent_f']	[([3, 4], [3]), ([7], [6])]	entailment
890	there is a cat sleeping on the *armchair*	there is a cat on the chair.	chair	ent_f	[(['sleeping+'], 'INS'), ('Hypo < ', 'chair+', '*')]	entailment	crowd:upward_monotone	True	['ent_f', 'ent_f*']->['ent_f', 'ent_f']	[([3, 4], [3]), ([7], [6])]	entailment
890	there is a cat sleeping on the chair.	there is a cat on the *armchair*	chair	ent_r	[(['sleeping+'], 'INS'), ('chair+', ' > Hypo', '*')]	entailment	crowd:upward_monotone	True	['ent_f', 'ent_r*']->['ent_f', 'ent_r']	[([3, 4], [3]), ([7], [6])]	neutral
890	there is a cat sleeping on the *wheelchair*	there is a cat on the chair.	chair	ent_f	[(['sleeping+'], 'INS'), ('Hypo < ', 'chair+', '*')]	entailment	crowd:upward_monotone	True	['ent_f', 'ent_f*']->['ent_f', 'ent_f']	[([3, 4], [3]), ([7], [6])]	entailment
890	there is a cat sleeping on the chair.	there is a cat on the *wheelchair*	chair	ent_r	[(['sleeping+'], 'INS'), ('chair+', ' > Hypo', '*')]	entailment	crowd:upward_monotone	True	['ent_f', 'ent_r*']->['ent_f', 'ent_r']	[([3, 4], [3]), ([7], [6])]	neutral
890	there is a cat sleeping on the *desk*	there is a cat on the chair.	chair	alt	[(['sleeping+'], 'INS'), ('Alt | ', 'chair+', '*')]	entailment	crowd:upward_monotone	True	['ent_f', 'alt*']->['ent_f', 'ind']	[([3, 4], [3]), ([7], [6])]	neutral
890	there is a cat sleeping on the chair.	there is a cat on the *desk*	chair	alt	[(['sleeping+'], 'INS'), ('chair+', 'Alt |', '*')]	entailment	crowd:upward_monotone	True	['ent_f', 'ent_f']->['ent_f', 'ind']	[([3, 4], [3]), ([7], [6])]	neutral
890	there is a cat sleeping on the *table*	there is a cat on the chair.	chair	alt	[(['sleeping+'], 'INS'), ('Alt | ', 'chair+', '*')]	entailment	crowd:upward_monotone	True	['ent_f', 'alt*']->['ent_f', 'ind']	[([3, 4], [3]), ([7], [6])]	neutral
890	there is a cat sleeping on the chair.	there is a cat on the *table*	chair	alt	[(['sleeping+'], 'INS'), ('chair+', 'Alt |', '*')]	entailment	crowd:upward_monotone	True	['ent_f', 'ent_f']->['ent_f', 'ind']	[([3, 4], [3]), ([7], [6])]	neutral
893	rudolf has built a large pent *building* with pool	rudolf has built a large pent house.	house	ent_r	[('Hyper > ', 'house+', '*'), (['with+', 'pool+'], 'INS')]	entailment	crowd:upward_monotone	True	['ent_r*', 'ent_f']->['ent_r', 'ent_f']	[([6], [6]), ([8, 2, 7], [2])]	neutral
893	rudolf has built a large pent house with pool.	rudolf has built a large pent *building*	house	ent_f	[('house+', ' < Hyper', '*'), (['with+', 'pool+'], 'INS')]	entailment	crowd:upward_monotone	True	['ent_f*', 'ent_f']->['ent_f', 'ent_f']	[([6], [6]), ([8, 2, 7], [2])]	entailment
893	rudolf has built a large pent *dwelling* with pool	rudolf has built a large pent house.	house	ent_r	[('Hyper > ', 'house+', '*'), (['with+', 'pool+'], 'INS')]	entailment	crowd:upward_monotone	True	['ent_r*', 'ent_f']->['ent_r', 'ent_f']	[([6], [6]), ([8, 2, 7], [2])]	neutral
893	rudolf has built a large pent house with pool.	rudolf has built a large pent *dwelling*	house	ent_f	[('house+', ' < Hyper', '*'), (['with+', 'pool+'], 'INS')]	entailment	crowd:upward_monotone	True	['ent_f*', 'ent_f']->['ent_f', 'ent_f']	[([6], [6]), ([8, 2, 7], [2])]	entailment
893	rudolf has built a large pent *beach house* with pool	rudolf has built a large pent house.	house	ent_f	[('Hypo < ', 'house+', '*'), (['with+', 'pool+'], 'INS')]	entailment	crowd:upward_monotone	True	['ent_f*', 'ent_f']->['ent_f', 'ent_f']	[([6, 7], [6]), ([9, 3, 8], [2])]	entailment
893	rudolf has built a large pent house with pool.	rudolf has built a large pent *beach house*	house	ent_r	[('house+', ' > Hypo', '*'), (['with+', 'pool+'], 'INS')]	entailment	crowd:upward_monotone	True	['ent_r*', 'ent_f']->['ent_r', 'ent_f']	[([6], [6, 7]), ([8, 2, 7], [3])]	neutral
893	rudolf has built a large pent *wooden house* with pool	rudolf has built a large pent house.	house	ent_f	[('Hypo < ', 'house+', '*'), (['with+', 'pool+'], 'INS')]	entailment	crowd:upward_monotone	True	['ent_f*', 'ent_f']->['ent_f', 'ent_f']	[([6, 7], [6]), ([9, 3, 8], [2])]	entailment
893	rudolf has built a large pent house with pool.	rudolf has built a large pent *wooden house*	house	ent_r	[('house+', ' > Hypo', '*'), (['with+', 'pool+'], 'INS')]	entailment	crowd:upward_monotone	True	['ent_r*', 'ent_f']->['ent_r', 'ent_f']	[([6], [6, 7]), ([8, 2, 7], [3])]	neutral
893	rudolf has built a large pent *tent* with pool	rudolf has built a large pent house.	house	alt	[('Alt | ', 'house+', '*'), (['with+', 'pool+'], 'INS')]	entailment	crowd:upward_monotone	True	['alt*', 'ent_f']->['alt', 'ent_f']	[([6], [6]), ([8, 2, 7], [2])]	neutral
893	rudolf has built a large pent house with pool.	rudolf has built a large pent *tent*	house	alt	[('house+', 'Alt |', '*'), (['with+', 'pool+'], 'INS')]	entailment	crowd:upward_monotone	True	['ent_f', 'ent_f']->['alt', 'ent_f']	[([6], [6]), ([8, 2, 7], [2])]	neutral
893	rudolf has built a large pent *statue* with pool	rudolf has built a large pent house.	house	alt	[('Alt | ', 'house+', '*'), (['with+', 'pool+'], 'INS')]	entailment	crowd:upward_monotone	True	['alt*', 'ent_f']->['alt', 'ent_f']	[([6], [6]), ([8, 2, 7], [2])]	neutral
893	rudolf has built a large pent house with pool.	rudolf has built a large pent *statue*	house	alt	[('house+', 'Alt |', '*'), (['with+', 'pool+'], 'INS')]	entailment	crowd:upward_monotone	True	['ent_f', 'ent_f']->['alt', 'ent_f']	[([6], [6]), ([8, 2, 7], [2])]	neutral
893	rudolf has built a large pent *car* with pool	rudolf has built a large pent house.	house	alt	[('Alt | ', 'house+', '*'), (['with+', 'pool+'], 'INS')]	entailment	crowd:upward_monotone	True	['alt*', 'ent_f']->['alt', 'ent_f']	[([6], [6]), ([8, 2, 7], [2])]	neutral
893	rudolf has built a large pent house with pool.	rudolf has built a large pent *car*	house	alt	[('house+', 'Alt |', '*'), (['with+', 'pool+'], 'INS')]	entailment	crowd:upward_monotone	True	['ent_f', 'ent_f']->['alt', 'ent_f']	[([6], [6]), ([8, 2, 7], [2])]	neutral
894	rudolf has built a large *building*	rudolf has built a large and white house.	house	ent_r	[('INS', ['and+', 'white+']), ('Hyper > ', 'house+', '*')]	neutral	crowd:upward_monotone:conjunction	True	['ent_r', 'ent_r*']->['ent_r', 'ent_r']	[([4], [4, 5, 6]), ([5], [7])]	neutral
894	rudolf has built a large house.	rudolf has built a large and white *building*	house	ent_f	[('INS', ['and+', 'white+']), ('house+', ' < Hyper', '*')]	neutral	crowd:upward_monotone:conjunction	True	['ent_r', 'ent_f*']->['ent_r', 'ent_f']	[([4], [4, 5, 6]), ([5], [7])]	neutral
894	rudolf has built a large *dwelling*	rudolf has built a large and white house.	house	ent_r	[('INS', ['and+', 'white+']), ('Hyper > ', 'house+', '*')]	neutral	crowd:upward_monotone:conjunction	True	['ent_r', 'ent_r*']->['ent_r', 'ent_r']	[([4], [4, 5, 6]), ([5], [7])]	neutral
894	rudolf has built a large house.	rudolf has built a large and white *dwelling*	house	ent_f	[('INS', ['and+', 'white+']), ('house+', ' < Hyper', '*')]	neutral	crowd:upward_monotone:conjunction	True	['ent_r', 'ent_f*']->['ent_r', 'ent_f']	[([4], [4, 5, 6]), ([5], [7])]	neutral
894	rudolf has built a large *beach house*	rudolf has built a large and white house.	house	ent_f	[('INS', ['and+', 'white+']), ('Hypo < ', 'house+', '*')]	neutral	crowd:upward_monotone:conjunction	True	['ent_r', 'ent_f*']->['ent_r', 'ent_f']	[([4], [4, 5, 6]), ([5, 6], [7])]	neutral
894	rudolf has built a large house.	rudolf has built a large and white *beach house*	house	ent_r	[('INS', ['and+', 'white+']), ('house+', ' > Hypo', '*')]	neutral	crowd:upward_monotone:conjunction	True	['ent_r', 'ent_r*']->['ent_r', 'ent_r']	[([4], [4, 5, 6]), ([5], [7, 8])]	neutral
894	rudolf has built a large *wooden house*	rudolf has built a large and white house.	house	ent_f	[('INS', ['and+', 'white+']), ('Hypo < ', 'house+', '*')]	neutral	crowd:upward_monotone:conjunction	True	['ent_r', 'ent_f*']->['ent_r', 'ent_f']	[([4], [4, 5, 6]), ([5, 6], [7])]	neutral
894	rudolf has built a large house.	rudolf has built a large and white *wooden house*	house	ent_r	[('INS', ['and+', 'white+']), ('house+', ' > Hypo', '*')]	neutral	crowd:upward_monotone:conjunction	True	['ent_r', 'ent_r*']->['ent_r', 'ent_r']	[([4], [4, 5, 6]), ([5], [7, 8])]	neutral
894	rudolf has built a large *tent*	rudolf has built a large and white house.	house	alt	[('INS', ['and+', 'white+']), ('Alt | ', 'house+', '*')]	neutral	crowd:upward_monotone:conjunction	True	['ent_r', 'alt*']->['ent_r', 'alt']	[([4], [4, 5, 6]), ([5], [7])]	contradiction
894	rudolf has built a large house.	rudolf has built a large and white *tent*	house	alt	[('INS', ['and+', 'white+']), ('house+', 'Alt |', '*')]	neutral	crowd:upward_monotone:conjunction	True	['ent_r', 'ent_r']->['ent_r', 'alt']	[([4], [4, 5, 6]), ([5], [7])]	contradiction
894	rudolf has built a large *statue*	rudolf has built a large and white house.	house	alt	[('INS', ['and+', 'white+']), ('Alt | ', 'house+', '*')]	neutral	crowd:upward_monotone:conjunction	True	['ent_r', 'alt*']->['ent_r', 'alt']	[([4], [4, 5, 6]), ([5], [7])]	contradiction
894	rudolf has built a large house.	rudolf has built a large and white *statue*	house	alt	[('INS', ['and+', 'white+']), ('house+', 'Alt |', '*')]	neutral	crowd:upward_monotone:conjunction	True	['ent_r', 'ent_r']->['ent_r', 'alt']	[([4], [4, 5, 6]), ([5], [7])]	contradiction
894	rudolf has built a large *car*	rudolf has built a large and white house.	house	alt	[('INS', ['and+', 'white+']), ('Alt | ', 'house+', '*')]	neutral	crowd:upward_monotone:conjunction	True	['ent_r', 'alt*']->['ent_r', 'alt']	[([4], [4, 5, 6]), ([5], [7])]	contradiction
894	rudolf has built a large house.	rudolf has built a large and white *car*	house	alt	[('INS', ['and+', 'white+']), ('house+', 'Alt |', '*')]	neutral	crowd:upward_monotone:conjunction	True	['ent_r', 'ent_r']->['ent_r', 'alt']	[([4], [4, 5, 6]), ([5], [7])]	contradiction
895	rudolf has built a large and white *building*	rudolf has built a large house.	house	ent_r	[(['and+', 'white+'], 'INS'), ('Hyper > ', 'house+', '*')]	entailment	crowd:upward_monotone:conjunction	True	['ent_f', 'ent_r*']->['ent_f', 'ent_r']	[([4, 5, 6], [4]), ([7], [5])]	neutral
895	rudolf has built a large and white house.	rudolf has built a large *building*	house	ent_f	[(['and+', 'white+'], 'INS'), ('house+', ' < Hyper', '*')]	entailment	crowd:upward_monotone:conjunction	True	['ent_f', 'ent_f*']->['ent_f', 'ent_f']	[([4, 5, 6], [4]), ([7], [5])]	entailment
895	rudolf has built a large and white *dwelling*	rudolf has built a large house.	house	ent_r	[(['and+', 'white+'], 'INS'), ('Hyper > ', 'house+', '*')]	entailment	crowd:upward_monotone:conjunction	True	['ent_f', 'ent_r*']->['ent_f', 'ent_r']	[([4, 5, 6], [4]), ([7], [5])]	neutral
895	rudolf has built a large and white house.	rudolf has built a large *dwelling*	house	ent_f	[(['and+', 'white+'], 'INS'), ('house+', ' < Hyper', '*')]	entailment	crowd:upward_monotone:conjunction	True	['ent_f', 'ent_f*']->['ent_f', 'ent_f']	[([4, 5, 6], [4]), ([7], [5])]	entailment
895	rudolf has built a large and white *beach house*	rudolf has built a large house.	house	ent_f	[(['and+', 'white+'], 'INS'), ('Hypo < ', 'house+', '*')]	entailment	crowd:upward_monotone:conjunction	True	['ent_f', 'ent_f*']->['ent_f', 'ent_f']	[([4, 5, 6], [4]), ([7, 8], [5])]	entailment
895	rudolf has built a large and white house.	rudolf has built a large *beach house*	house	ent_r	[(['and+', 'white+'], 'INS'), ('house+', ' > Hypo', '*')]	entailment	crowd:upward_monotone:conjunction	True	['ent_f', 'ent_r*']->['ent_f', 'ent_r']	[([4, 5, 6], [4]), ([7], [5, 6])]	neutral
895	rudolf has built a large and white *wooden house*	rudolf has built a large house.	house	ent_f	[(['and+', 'white+'], 'INS'), ('Hypo < ', 'house+', '*')]	entailment	crowd:upward_monotone:conjunction	True	['ent_f', 'ent_f*']->['ent_f', 'ent_f']	[([4, 5, 6], [4]), ([7, 8], [5])]	entailment
895	rudolf has built a large and white house.	rudolf has built a large *wooden house*	house	ent_r	[(['and+', 'white+'], 'INS'), ('house+', ' > Hypo', '*')]	entailment	crowd:upward_monotone:conjunction	True	['ent_f', 'ent_r*']->['ent_f', 'ent_r']	[([4, 5, 6], [4]), ([7], [5, 6])]	neutral
895	rudolf has built a large and white *tent*	rudolf has built a large house.	house	alt	[(['and+', 'white+'], 'INS'), ('Alt | ', 'house+', '*')]	entailment	crowd:upward_monotone:conjunction	True	['ent_f', 'alt*']->['ent_f', 'alt']	[([4, 5, 6], [4]), ([7], [5])]	contradiction
895	rudolf has built a large and white house.	rudolf has built a large *tent*	house	alt	[(['and+', 'white+'], 'INS'), ('house+', 'Alt |', '*')]	entailment	crowd:upward_monotone:conjunction	True	['ent_f', 'ent_f']->['ent_f', 'alt']	[([4, 5, 6], [4]), ([7], [5])]	contradiction
895	rudolf has built a large and white *statue*	rudolf has built a large house.	house	alt	[(['and+', 'white+'], 'INS'), ('Alt | ', 'house+', '*')]	entailment	crowd:upward_monotone:conjunction	True	['ent_f', 'alt*']->['ent_f', 'alt']	[([4, 5, 6], [4]), ([7], [5])]	contradiction
895	rudolf has built a large and white house.	rudolf has built a large *statue*	house	alt	[(['and+', 'white+'], 'INS'), ('house+', 'Alt |', '*')]	entailment	crowd:upward_monotone:conjunction	True	['ent_f', 'ent_f']->['ent_f', 'alt']	[([4, 5, 6], [4]), ([7], [5])]	contradiction
895	rudolf has built a large and white *car*	rudolf has built a large house.	house	alt	[(['and+', 'white+'], 'INS'), ('Alt | ', 'house+', '*')]	entailment	crowd:upward_monotone:conjunction	True	['ent_f', 'alt*']->['ent_f', 'alt']	[([4, 5, 6], [4]), ([7], [5])]	contradiction
895	rudolf has built a large and white house.	rudolf has built a large *car*	house	alt	[(['and+', 'white+'], 'INS'), ('house+', 'Alt |', '*')]	entailment	crowd:upward_monotone:conjunction	True	['ent_f', 'ent_f']->['ent_f', 'alt']	[([4, 5, 6], [4]), ([7], [5])]	contradiction
896	rudolf has built a large *building*	rudolf has built a large and beautiful house.	house	ent_r	[('INS', ['and+', 'beautiful+']), ('Hyper > ', 'house+', '*')]	neutral	crowd:upward_monotone:conjunction	True	['ent_r', 'ent_r*']->['ent_r', 'ent_r']	[([4], [4, 5, 6]), ([5], [7])]	neutral
896	rudolf has built a large house.	rudolf has built a large and beautiful *building*	house	ent_f	[('INS', ['and+', 'beautiful+']), ('house+', ' < Hyper', '*')]	neutral	crowd:upward_monotone:conjunction	True	['ent_r', 'ent_f*']->['ent_r', 'ent_f']	[([4], [4, 5, 6]), ([5], [7])]	neutral
896	rudolf has built a large *dwelling*	rudolf has built a large and beautiful house.	house	ent_r	[('INS', ['and+', 'beautiful+']), ('Hyper > ', 'house+', '*')]	neutral	crowd:upward_monotone:conjunction	True	['ent_r', 'ent_r*']->['ent_r', 'ent_r']	[([4], [4, 5, 6]), ([5], [7])]	neutral
896	rudolf has built a large house.	rudolf has built a large and beautiful *dwelling*	house	ent_f	[('INS', ['and+', 'beautiful+']), ('house+', ' < Hyper', '*')]	neutral	crowd:upward_monotone:conjunction	True	['ent_r', 'ent_f*']->['ent_r', 'ent_f']	[([4], [4, 5, 6]), ([5], [7])]	neutral
896	rudolf has built a large *beach house*	rudolf has built a large and beautiful house.	house	ent_f	[('INS', ['and+', 'beautiful+']), ('Hypo < ', 'house+', '*')]	neutral	crowd:upward_monotone:conjunction	True	['ent_r', 'ent_f*']->['ent_r', 'ent_f']	[([4], [4, 5, 6]), ([5, 6], [7])]	neutral
896	rudolf has built a large house.	rudolf has built a large and beautiful *beach house*	house	ent_r	[('INS', ['and+', 'beautiful+']), ('house+', ' > Hypo', '*')]	neutral	crowd:upward_monotone:conjunction	True	['ent_r', 'ent_r*']->['ent_r', 'ent_r']	[([4], [4, 5, 6]), ([5], [7, 8])]	neutral
896	rudolf has built a large *wooden house*	rudolf has built a large and beautiful house.	house	ent_f	[('INS', ['and+', 'beautiful+']), ('Hypo < ', 'house+', '*')]	neutral	crowd:upward_monotone:conjunction	True	['ent_r', 'ent_f*']->['ent_r', 'ent_f']	[([4], [4, 5, 6]), ([5, 6], [7])]	neutral
896	rudolf has built a large house.	rudolf has built a large and beautiful *wooden house*	house	ent_r	[('INS', ['and+', 'beautiful+']), ('house+', ' > Hypo', '*')]	neutral	crowd:upward_monotone:conjunction	True	['ent_r', 'ent_r*']->['ent_r', 'ent_r']	[([4], [4, 5, 6]), ([5], [7, 8])]	neutral
896	rudolf has built a large *tent*	rudolf has built a large and beautiful house.	house	alt	[('INS', ['and+', 'beautiful+']), ('Alt | ', 'house+', '*')]	neutral	crowd:upward_monotone:conjunction	True	['ent_r', 'alt*']->['ent_r', 'alt']	[([4], [4, 5, 6]), ([5], [7])]	contradiction
896	rudolf has built a large house.	rudolf has built a large and beautiful *tent*	house	alt	[('INS', ['and+', 'beautiful+']), ('house+', 'Alt |', '*')]	neutral	crowd:upward_monotone:conjunction	True	['ent_r', 'ent_r']->['ent_r', 'alt']	[([4], [4, 5, 6]), ([5], [7])]	contradiction
896	rudolf has built a large *statue*	rudolf has built a large and beautiful house.	house	alt	[('INS', ['and+', 'beautiful+']), ('Alt | ', 'house+', '*')]	neutral	crowd:upward_monotone:conjunction	True	['ent_r', 'alt*']->['ent_r', 'alt']	[([4], [4, 5, 6]), ([5], [7])]	contradiction
896	rudolf has built a large house.	rudolf has built a large and beautiful *statue*	house	alt	[('INS', ['and+', 'beautiful+']), ('house+', 'Alt |', '*')]	neutral	crowd:upward_monotone:conjunction	True	['ent_r', 'ent_r']->['ent_r', 'alt']	[([4], [4, 5, 6]), ([5], [7])]	contradiction
896	rudolf has built a large *car*	rudolf has built a large and beautiful house.	house	alt	[('INS', ['and+', 'beautiful+']), ('Alt | ', 'house+', '*')]	neutral	crowd:upward_monotone:conjunction	True	['ent_r', 'alt*']->['ent_r', 'alt']	[([4], [4, 5, 6]), ([5], [7])]	contradiction
896	rudolf has built a large house.	rudolf has built a large and beautiful *car*	house	alt	[('INS', ['and+', 'beautiful+']), ('house+', 'Alt |', '*')]	neutral	crowd:upward_monotone:conjunction	True	['ent_r', 'ent_r']->['ent_r', 'alt']	[([4], [4, 5, 6]), ([5], [7])]	contradiction
897	rudolf has built a large and beautiful *building*	rudolf has built a large house.	house	ent_r	[(['and+', 'beautiful+'], 'INS'), ('Hyper > ', 'house+', '*')]	entailment	crowd:upward_monotone:conjunction	True	['ent_f', 'ent_r*']->['ent_f', 'ent_r']	[([4, 5, 6], [4]), ([7], [5])]	neutral
897	rudolf has built a large and beautiful house.	rudolf has built a large *building*	house	ent_f	[(['and+', 'beautiful+'], 'INS'), ('house+', ' < Hyper', '*')]	entailment	crowd:upward_monotone:conjunction	True	['ent_f', 'ent_f*']->['ent_f', 'ent_f']	[([4, 5, 6], [4]), ([7], [5])]	entailment
897	rudolf has built a large and beautiful *dwelling*	rudolf has built a large house.	house	ent_r	[(['and+', 'beautiful+'], 'INS'), ('Hyper > ', 'house+', '*')]	entailment	crowd:upward_monotone:conjunction	True	['ent_f', 'ent_r*']->['ent_f', 'ent_r']	[([4, 5, 6], [4]), ([7], [5])]	neutral
897	rudolf has built a large and beautiful house.	rudolf has built a large *dwelling*	house	ent_f	[(['and+', 'beautiful+'], 'INS'), ('house+', ' < Hyper', '*')]	entailment	crowd:upward_monotone:conjunction	True	['ent_f', 'ent_f*']->['ent_f', 'ent_f']	[([4, 5, 6], [4]), ([7], [5])]	entailment
897	rudolf has built a large and beautiful *beach house*	rudolf has built a large house.	house	ent_f	[(['and+', 'beautiful+'], 'INS'), ('Hypo < ', 'house+', '*')]	entailment	crowd:upward_monotone:conjunction	True	['ent_f', 'ent_f*']->['ent_f', 'ent_f']	[([4, 5, 6], [4]), ([7, 8], [5])]	entailment
897	rudolf has built a large and beautiful house.	rudolf has built a large *beach house*	house	ent_r	[(['and+', 'beautiful+'], 'INS'), ('house+', ' > Hypo', '*')]	entailment	crowd:upward_monotone:conjunction	True	['ent_f', 'ent_r*']->['ent_f', 'ent_r']	[([4, 5, 6], [4]), ([7], [5, 6])]	neutral
897	rudolf has built a large and beautiful *wooden house*	rudolf has built a large house.	house	ent_f	[(['and+', 'beautiful+'], 'INS'), ('Hypo < ', 'house+', '*')]	entailment	crowd:upward_monotone:conjunction	True	['ent_f', 'ent_f*']->['ent_f', 'ent_f']	[([4, 5, 6], [4]), ([7, 8], [5])]	entailment
